project_id,severity,tag,subtags,description,source
668a8ea1ed7c,Medium,Input Validation,"['Bad Condition', 'Invalid Validation']","In AmirX.stablecoinSwap(), when executing defiSwap, the balance difference calculation (fBalance - iBalance) is used to override ss.oAmount only in the specific case where origin is not XYZ and target is XYZ. However, if the wallet's balance decreased due to other transfers during defiSwap execution, this could incorrectly represent the actual swap output.",llm
668a8ea1ed7c,Medium,Logic error,['State Update Inconsistency'],"In AmirX._feeDispersal(), TELCOIN tokens are transferred from the safe address to the contract (safeTransferFrom), then approval is set to 0 and increased for the plugin. However, there is no validation that the safe address actually contains the expected referralFee amount, potentially causing the transfer to fail silently or use insufficient funds.",llm
668a8ea1ed7c,Medium,Arithmetic,['Precision Loss'],"In StablecoinHandler.UpdateXYZ(), when checking maxLimit > minLimit, there is no consideration for the actual token decimals. Two tokens with different decimal places could have incompatible limit ranges, leading to unintended supply constraint behavior across different stablecoins.",llm
668a8ea1ed7c,Medium,Logic error,['Missing Functionality'],"In AmirX, the stablecoinSwap() function performs multiple sequential operations (swapAndSend, convertFromEXYZ, defiSwap, convertToEXYZ) but lacks any atomic guarantee or rollback mechanism. If one operation fails mid-execution, prior state changes are not reverted, potentially leaving the wallet and safe in inconsistent states.",llm
668a8ea1ed7c,Medium,Access Control,['Invalid Validation'],"In AmirX._verifyDefi(), validation of the plugin address only checks if it equals address(0) when a non-zero referrer is present. There is no additional validation that the plugin actually implements ISimplePlugin or is a trusted contract, allowing arbitrary contract calls in _feeDispersal().",llm
668a8ea1ed7c,Low,Logic error,['Bad Condition'],"In AmirX.defiSwap(), the wallet transaction is executed with value: 0 regardless of whether the swap involves native ETH. If walletData encodes a call that requires ETH but none is provided, the transaction will fail without clear indication that insufficient ETH was supplied.",llm
6a503b3dea2b,High,Logic error,"['Bad Condition', 'Implementation Error']","In the `deposit()` function, the logic is reversed: `savedAmount` is incremented by `_days` (a time parameter) and `savedDays` is incremented by `msg.value` (the ether amount). This causes the savings mechanism to track incorrect values, making `canIBuy()` return false even when sufficient ether has been deposited.",llm
6a503b3dea2b,High,Accounting Error,"['Implementation Error', 'State Update Inconsistency']","The `deposit()` function incorrectly assigns parameters to state variables: `_days` is added to `savedAmount` instead of `msg.value`, and `msg.value` is added to `savedDays` instead of tracking deposit duration. This creates a fundamental mismatch between actual deposits and recorded amounts, breaking the contract's accounting.",llm
727004c1c07c,High,Liquidation,['Invalid Validation'],"In CToken.liquidateBorrowNftFresh, the function verifies that the sum of seizeAmounts equals seizeTokens by subtracting from seizeTokens in a loop, but does not validate that seizeAmounts and seizeIds arrays are non-empty or that individual amounts are non-zero, potentially allowing zero-amount seizures or mismatched liquidations.",llm
727004c1c07c,High,Logic error,['State Update Inconsistency'],"In Comptroller.getHypotheticalAccountLiquidityInternal, the NFT collateral calculation at line multiplies nftOraclePrice by the raw collateral factor mantissa value instead of using the nftCollateralFactor Exp struct, causing inconsistent collateral value calculations compared to standard token assets.",llm
727004c1c07c,Medium,Input Validation,['Invalid Validation'],"In CToken.liquidateBorrowNftFresh, the check `require(seizeTokens == 0, 'LIQUIDATE_SEIZE_INCORRECT_NUM_NFTS')` occurs after decrementing seizeTokens in a loop without validating that the loop correctly processes all expected NFTs, potentially allowing liquidations to proceed with incorrect NFT counts.",llm
727004c1c07c,Medium,Liquidation,['Missing Functionality'],"In Comptroller.liquidateCalculateSeizeNfts, the NFT liquidation calculation uses only the liquidation incentive multiplier and borrowed asset price without accounting for any exchange rate or market-specific adjustments that standard token liquidation calculations include, creating inconsistent liquidation incentive application.",llm
727004c1c07c,Medium,Logic error,['Bad Condition'],"In Comptroller.getHypotheticalAccountLiquidityInternal, the condition checking if cAssetModify is the NFT market uses `address(asset) == cAssetModify` but assets in the loop are standard cTokens; this comparison can never be true for NFTs since NFT collateral is handled separately outside the loop, making the NFT redeem effect logic unreachable.",llm
8ce9aae8427c,High,Logic error,"['Implementation Error', 'State Update Inconsistency']","In StopLimit.sol's modifyOrder function, the direction field is recalculated at line 176-177 using the current exchange rate, but this happens after the order has already been modified with the new amount. This can cause inconsistency where the direction no longer matches the original order's intent if the exchange rate has moved since the order was created.",llm
8ce9aae8427c,High,Accounting Error,"['Implementation Error', 'State Update Inconsistency']","In OracleLess.sol's modifyOrder function, when decreasing position via line 268, the code uses `require(amountInDelta < order.amountIn, ""invalid delta"")` but should use `<=` instead. This allows amountInDelta to equal order.amountIn, resulting in newAmountIn being 0, which then fails the check at line 283 but leaves the order partially modified in an inconsistent state if called before that check.",llm
8ce9aae8427c,High,Input Validation,"['Bad Condition', 'Invalid Validation']","In Bracket.sol's execute function, the minAmountOut calculation at line 387-390 applies the fee adjustment, but then the actual swap validation at line 368 uses this fee-adjusted minimum. However, the comment at line 356 states the minimum should be calculated before fees, creating a logical inconsistency where the user's actual received amount after fees may be less than their intended minAmountOut if feeBips causes precision loss in the division at line 390.",llm
8ce9aae8427c,Medium,Arithmetic,"['Precision Loss', 'Rounding Error']","In Bracket.sol's getMinAmountReceivedAfterFee function (lines 440-448), the calculation `(minAmountOut * 10000) / (10000 - feeBips)` can result in rounding errors. If the division is not exact, the calculated minimum may be insufficient to guarantee the user receives minAmountOut after fee application due to integer division truncation.",llm
8ce9aae8427c,Medium,Logic error,['Bad Condition'],"In StopLimit.sol's fillStopLimitOrder function at lines 94-97, when swapOnFill is false, the swapPayload remains empty and tokenIn/tokenOut are not inverted. However, this means the resulting bracket order will use the original tokenIn/tokenOut pair with no initial swap, which may not align with the intended order semantics where a Stop Limit order should trigger a swap at the stop price before creating the bracket order.",llm
8ce9aae8427c,Medium,Access Control,['Invalid Validation'],"In AutomationMaster.sol's receive function (lines 58-69), the validation checks if msg.sender is one of the sub-contracts, but this check occurs after already accepting ETH. A malicious actor could send ETH to trigger the receive function, and if none of the sub-contract addresses are set (all are address(0)), the function would revert but the ETH would still be received and potentially locked.",llm
8ce9aae8427c,Medium,Accounting Error,['Fee On Transfer Token'],"In Bracket.sol's performUpkeep and OracleLess.sol's fillOrder functions, the fee calculation and transfer happens after the swap output is determined. If tokenOut is a fee-on-transfer token, the actual amount transferred to MASTER may be less than feeAmount due to the token's transfer fee, causing a discrepancy in fee accounting.",llm
8ce9aae8427c,Medium,Logic error,['Invalid Validation'],"In Bracket.sol's modifyOrder function at line 234, the check `require(amountInDelta <= order.amountIn, ""invalid delta"")` for decreasing position allows amountInDelta to equal the full order.amountIn. This would reduce the order to 0 amount, but the minOrderSize check at line 237 would catch this only if minOrderSize > 0. If minOrderSize is 0, a user could reduce their order to 0, creating an invalid state.",llm
8ce9aae8427c,Low,DoS,['State Update Inconsistency'],"In AutomationMaster.sol's generateOrderId function (lines 225-230), the nonce is incremented for each call, but if a user calls this function indirectly through order creation multiple times in the same block, and then their order fails or is cancelled, the nonce continues to increment. This doesn't break functionality but represents wasted nonce space that could theoretically lead to nonce exhaustion over very long periods.",llm
8ce9aae8427c,Low,Input Validation,['Missing Upper/Lower Bound Check'],"In AutomationMaster.sol, the setMaxPendingOrders function at line 184 accepts any uint16 value including 0. Setting maxPendingOrders to 0 would make it impossible to create any new orders, effectively bricking the protocol. There should be a check that maxPendingOrders > 0.",llm
9007dfde367e,High,Access Control,"['Arbitrary Add/Remove/Set/Call', 'Invalid Validation']","In AlchemistV2.sweepRewardTokens(), the function uses delegatecall to call msg.sender with arbitrary function selector. An attacker who is a keeper could craft malicious bytecode to execute arbitrary operations, leading to unauthorized fund transfers or system compromise.",llm
9007dfde367e,High,Slippage,['minOut set to 0'],"In TransmuterBuffer._alchemistDeposit(), depositUnderlying is called with minimumAmountOut hardcoded to 0, allowing slippage to occur without any protection against adverse price movements during wrapping of underlying tokens into yield tokens.",llm
9007dfde367e,Medium,Logic error,['Bad Condition'],"In TransmuterBuffer.depositFunds(), the condition checking if localBalance - amount < currentExchanged[underlyingToken] can incorrectly prevent legitimate deposits when the buffer has exchanged funds and receives more underlying tokens, as it assumes the invariant without proper accounting.",llm
9007dfde367e,Medium,Accounting Error,['State Update Inconsistency'],"In TransmuterV2.exchange(), the totalBuffered amount can accumulate from dust when state.distributeAmount > 0 after processing all ticks. This buffered amount may never be distributed if no more unexchanged tokens exist, causing permanent loss of exchanged tokens.",llm
9007dfde367e,Medium,Logic error,['Invalid Validation'],"In PoolAssetManager._burnTwoPoolTokens(), the minimumAmountOut calculation uses normalizedAmount which is already slippage-adjusted, then applies additional calculation without accounting for decimal differences properly. The formula normalizedAmount * get_virtual_price / CURVE_PRECISION may underflow or produce incorrect outputs for tokens with different decimals.",llm
966f040d9bc8,High,Accounting Error,['State Update Inconsistency'],"In the _updateGlobalExchangeRate() function, the global exchange rate is updated based on epochs elapsed, but the calculation does not account for the case when totalGlobalShares is 0. When no staking has occurred, the function skips the rate update, but subsequent stakes will use an outdated globalExchangeRate, causing early stakers to receive incorrect share quantities and affecting reward distribution fairness.",llm
966f040d9bc8,High,Logic error,['Bad Condition'],"In the unstake() function, when a validator is disabled (v.disabledEpoch != 0), the function skips updating totalGlobalShares and v.globalShares. However, the shares are still decreased from s.shares. This creates an inconsistency where global state is not synchronized with delegator state, leading to incorrect reward calculations for remaining stakers in _updateGlobalExchangeRate().",llm
966f040d9bc8,High,Logic error,['Invalid Validation'],"The unstake() function at line checking 'newValidatorStaked >= validatorMinStakedRequired' only validates when the program has not ended (endEpoch > block.number). After the program ends, a validator can unstake below the minimum stake requirement, violating the documented constraint that validators must maintain minimum stake.",llm
966f040d9bc8,High,Arithmetic,['Precision Loss'],"In _tokensToShares() and _sharesToTokens() functions, division operations can result in precision loss. For example, in _tokensToShares(), uint256(amount) * divider / uint256(rate) truncates the result. Repeated stake/unstake cycles amplify this loss, causing tokens to be unaccounted for in the system.",llm
966f040d9bc8,Medium,Logic error,['State Update Inconsistency'],"In the _redeemRewards() function, when a delegator redeems rewards from a disabled validator, the function still decreases totalGlobalShares and v.globalShares (lines checking v.disabledEpoch == 0). However, for disabled validators, these shares were already removed during the disableValidator() call, causing a double-decrement and corrupting global share tracking.",llm
966f040d9bc8,Medium,Input Validation,['Missing Upper/Lower Bound Check'],The setAllocatedTokensPerEpoch() function does not validate that the new emission rate is reasonable relative to existing locked rewards. An owner could set an extremely high emission rate that causes integer overflow in endEpoch calculation or leaves tokens permanently locked.,llm
966f040d9bc8,Medium,Logic error,['Incorrect Parameter'],"In the recoverUnstaking() function, there is no validation that the unstaking cooldown has been satisfied before allowing tokens to be restaked. A user could immediately restake tokens without waiting, bypassing the intended cooldown period.",llm
966f040d9bc8,Medium,Accounting Error,['Reward Manipulation'],"In _updateValidator(), the commission rate is applied to tokensGivenToValidator before distributing remaining tokens among validator shares. If a validator's commission rate is set to 100% (which should be prevented but the check only prevents >= divider), no tokens would be distributed to regular shares, causing reward miscalculation.",llm
966f040d9bc8,Medium,Logic error,['Bad Condition'],"In the stake() function, the max cap validation for delegators uses 'newDelegated = v.delegated - validatorStaked + amount', which assumes the delegated amount includes the validator's own stake. However, the documented max cap formula should only consider delegator stakes, not the validator's self-stake, creating an off-by-one error in cap enforcement.",llm
ac5c6d4a2ace,High,Logic error,"['Implementation Error', 'State Update Inconsistency']","In Comptroller.sol's refreshCompSpeedsInternal function, line 687 references `allMarkets[i]` in a loop, but earlier at line 683 the array is cached into `allMarkets_`. This inconsistency causes the loop to use the wrong array reference, potentially accessing stale or incorrect market data when computing COMP speeds.",llm
ac5c6d4a2ace,High,Access Control,['Arbitrary Add/Remove/Set/Call'],"In Comptroller.sol's _setCompAddress function (line 660), there is no input validation for the `_comp` parameter. An admin can set the COMP token address to an arbitrary contract, potentially pointing to a malicious token that could steal funds or disrupt the reward distribution system.",llm
ac5c6d4a2ace,High,Oracle,"['Invalid Validation', 'Stale Value']","In UniswapAnchoredView.sol's priceInternal function (lines 84-91), prices can be returned without updating if anchorPeriod has not elapsed and a price already exists. However, there is no explicit check that the existing price is not stale or zero, potentially allowing liquidations and operations to proceed with outdated pricing information.",llm
ac5c6d4a2ace,High,Logic error,['Missing Functionality'],"In CToken.sol, the doTransferOut method is declared as a virtual function but is never called with proper error handling in borrowFresh function (line 566). If doTransferOut reverts due to insufficient balance, the state (totalBorrows and accountBorrows) has already been updated, leaving the contract in an inconsistent state.",llm
ac5c6d4a2ace,Medium,Arithmetic,['Precision Loss'],"In Comptroller.sol's liquidateCalculateSeizeTokens function (lines 576-597), the calculation involves multiple divisions and multiplications that could result in precision loss due to truncation. The final result seizeTokens is computed via mulScalarTruncate, which may lose precision and cause the liquidator to receive fewer tokens than expected.",llm
ac5c6d4a2ace,Medium,Input Validation,['Missing Upper/Lower Bound Check'],"In Comptroller.sol's _setMarketBorrowCaps function (line 652), there is no validation that newBorrowCaps values are reasonable or non-zero. A cap of 0 is treated as unlimited, but there is no upper bound check, allowing potentially unrealistic borrow caps to be set.",llm
ac5c6d4a2ace,Medium,DoS,['State Update Inconsistency'],"In UniswapAnchoredView.sol's pokeWindowValues function (lines 192-209), if anchorPeriod is very large and the contract is frequently queried, the oldObservations timestamp may not be updated for extended periods. This creates a window where TWAP calculations could be manipulated if the anchorPeriod is artificially set.",llm
ac5c6d4a2ace,Medium,Logic error,['Bad Condition'],"In GovernorAlpha.sol's state function (line 141), the condition `proposal.forVotes <= proposal.againstVotes || proposal.forVotes < quorumVotes()` means a proposal is defeated if votes are equal OR below quorum. However, a proposal with equal votes (forVotes == againstVotes) should arguably be considered differently from one below quorum, potentially misrepresenting the actual voting outcome.",llm
ac5c6d4a2ace,Medium,Access Control,['Invalid Validation'],"In CToken.sol's approve function (line 85), there is no check to prevent approving to the zero address. This could allow a user to accidentally or maliciously approve the zero address, causing transferred tokens to become inaccessible.",llm
ac5c6d4a2ace,Medium,Pause,['Missing Functionality'],"In Comptroller.sol, the pause mechanism checks mintGuardianPaused, borrowGuardianPaused, and transferGuardianPaused in various functions, but there is no pause mechanism for the redemption function. An admin cannot pause redeems, potentially allowing forced withdrawals even during system emergencies.",llm
b30036fd8ad6,High,Input Validation,"['Invalid Validation', 'State Update Inconsistency']","In Visor.sol, the timeLockERC20() function uses `keccak256(abi.encodePacked(recipient, token, amount, expires))` as a key, but this key does not include the nonce or any unique identifier. Multiple timelocks with identical parameters (recipient, token, amount, expires) will collide and overwrite each other, violating the state machine that requires 'TimelockERC20 already exists' check to prevent duplicates.",llm
b30036fd8ad6,High,Input Validation,"['Invalid Validation', 'State Update Inconsistency']","In Visor.sol, the timeLockERC721() function uses `keccak256(abi.encodePacked(recipient, nftContract, tokenId, expires))` as a key. However, the emit statement calls `emit TimeLockERC20(...)` instead of the correct `TimeLockERC721` event, and the timeUnlockERC721() function has the same key collision vulnerability as timeLockERC20().",llm
b30036fd8ad6,High,Access Control,['Invalid Validation'],"In Visor.sol, the delegatedTransferERC20() function allows the owner to bypass the approval check with the condition `if(msg.sender != _getOwner())`. However, when the owner calls this function, they skip the approval validation entirely, creating an access control inconsistency where the function's purpose of restricting delegated transfers is undermined for the owner.",llm
b30036fd8ad6,High,Access Control,['Invalid Validation'],"In Visor.sol, the transferERC721() function allows the owner to bypass the NFT approval check with `if(msg.sender != _getOwner())`. When the owner calls this function, they bypass nftApprovals validation, defeating the intended purpose of the approval mechanism for ERC721 transfers.",llm
b30036fd8ad6,Medium,Logic error,"['Implementation Error', 'Invalid Validation']","In Visor.sol, the timeUnlockERC20() function checks `IERC20(token).balanceOf(address(this)) >= getBalanceLocked(token).add(amount)`, but does not remove the corresponding entry from the timelockERC20Keys[token] array. This causes the same timelock to potentially be claimable multiple times if the key is not properly deleted from the tracking array.",llm
b30036fd8ad6,Medium,ERC20,['Missing Return Check'],"In Visor.sol, the timeLockERC20() function calls `IERC20(token).transferFrom(msg.sender, address(this), amount)` via TransferHelper.safeTransferFrom(), but the return value is not verified. For non-standard ERC20 tokens that don't revert on failure, the lock could be created without actually receiving the tokens.",llm
b30036fd8ad6,Medium,Input Validation,['State Update Inconsistency'],"In Visor.sol, when getBalanceLocked() is called to calculate available balance for transferERC20() and delegatedTransferERC20(), it returns the maximum balance among all locks for a token. However, timelockERC20Balances[token] accounts for locked timelocks separately. This dual accounting can lead to double-counting locked amounts, incorrectly restricting token transfers.",llm
b30036fd8ad6,Medium,Logic error,['Bad Condition'],"In Visor.sol, the transferERC721() function iterates through timelockERC721Keys[nftContract] to check if an NFT is locked. However, when timeUnlockERC721() is called, it only deletes the timelock entry but does not remove the corresponding key from timelockERC721Keys[nftContract]. This causes the loop to check expired or deleted timelocks, leading to incorrect validation logic.",llm
b30036fd8ad6,Medium,Accounting Error,['State Update Inconsistency'],"In Visor.sol, the timeUnlockERC20() function removes an amount from timelockERC20Balances[token] but does not remove the corresponding key from timelockERC20Keys[token]. This leaves orphaned keys in the array, causing getTimeLockCount(address token) to return incorrect counts and leading to accounting inconsistencies.",llm
b30036fd8ad6,Low,Logic error,"['Does not match with Doc', 'Implementation Error']","In Visor.sol, the timeLockERC721() function emits `emit TimeLockERC20(recipient, nftContract, tokenId, expires)` but should emit `emit TimeLockERC721(...)`. This mismatch between the function name and emitted event type violates the specification and makes off-chain tracking of timelock events incorrect.",llm
bc50c508bb4d,High,Logic error,"['Implementation Error', 'State Update Inconsistency']","In MasterChefSmilee.emergencyWithdraw(), the function transfers `_userInfo.amount` which has just been set to 0 on the previous line, resulting in users receiving zero tokens during emergency withdrawal instead of their staked amount.",llm
bc50c508bb4d,High,Accounting Error,"['Implementation Error', 'State Update Inconsistency']","In MasterChefSmilee.deposit(), the rewardDebt calculation uses division by 1e12 which does not match the correct precision scaling used elsewhere in the contract (should use _ACC_TOKEN_PRECISION or consistent scaling), leading to incorrect reward debt tracking.",llm
bc50c508bb4d,High,Logic error,"['Bad Condition', 'Implementation Error']","In SimpleRewarderPerSec.onSmileeReward(), when isNative is true and pending > _balance, the function sends only _balance but the conditional logic for setting unpaidRewards uses the wrong balance variable reference, potentially miscalculating remaining rewards.",llm
bc50c508bb4d,Medium,Logic error,"['Invariant Violation', 'State Update Inconsistency']","In Vault._completeWithdraw(), the shares are burned from the vault address after the state is updated, but if the user had initiated multiple withdrawals, the withdrawal.epoch tracking may cause issues when completing subsequent withdrawals from different epochs.",llm
bc50c508bb4d,Medium,Input Validation,"['Bad Condition', 'Invalid Validation']","In DVP._mint() and DVP._burn(), the check for unbalanced smile positions `(amount.up > 0 && amount.down > 0) && (amount.up != amount.down)` only restricts calls from non-PositionManager addresses, but doesn't validate that balanced positions have equal amounts when both are non-zero.",llm
bc50c508bb4d,Medium,Logic error,"['Implementation Error', 'Incorrect Parameter']","In FinanceIGPrice.dTerms(), when params.s (price) is zero, the function reverts with PriceZero(). However, the function is called in scenarios where price could legitimately be zero or near-zero, causing unexpected reverts during certain market conditions.",llm
bc50c508bb4d,Medium,Arithmetic,"['Incorrect Formula', 'Precision Loss']","In SwapAdapterRouter._valueOut() and _valueIn(), the decimal adjustment logic using `dOut > dIn ? amountOut * 10 ** (dOut - dIn) : amountOut / 10 ** (dIn - dOut)` can cause precision loss when dividing, especially with tokens having significantly different decimal values.",llm
bc50c508bb4d,Medium,Logic error,"['Missing Functionality', 'State Update Inconsistency']","In Vault.rescueShares(), the function manually adjusts vault state by modifying withdrawal.epoch to epoch.previous and updating pendingWithdrawals, but this state manipulation bypasses the normal epoch roll logic and could cause inconsistencies if the vault state is queried during this operation.",llm
bc50c508bb4d,Medium,DoS,"['Implementation Error', 'Out of Gas']","In MasterChefSmilee.massUpdateVaults(), if the number of vaults becomes very large, the unbounded loop iterating through all vaults could exceed gas limits, preventing vault updates and causing a DoS condition.",llm
bc50c508bb4d,Low,Logic error,"['Bad Condition', 'Implementation Error']","In FeeManager._minFee(), the function returns 0 when block.timestamp > expiry, but this could cause issues if a sell trade happens at exactly the epoch boundary, as the fee structure changes between pre-expiry and post-expiry states.",llm
c192cb02636e,High,Logic error,['State Update Inconsistency'],"In Pool.swap(), the oracle is written with oracleCache.currentTick and oracleCache.baseL (cached at the start), but the pool state is updated with swapData.currentTick and swapData.baseL (which may change during the swap loop). This creates a state inconsistency where the oracle records stale tick/liquidity values instead of the final post-swap state, potentially leading to incorrect TWAP calculations.",llm
c192cb02636e,High,Accounting Error,"['Incorrect Formula', 'State Update Inconsistency']","In PoolTicksState._updateTick(), when liquidityGrossBefore == 0, the code unconditionally sets feeGrowthOutside and secondsPerLiquidityOutside to the current global values if tick <= tickCurrent. However, for ticks above the current tick, these should represent the 'outside' (future) accumulation, not the current global state. This causes incorrect fee and time accounting for positions that span across uninitialized ticks.",llm
c192cb02636e,High,Oracle,"['Implementation Error', 'Stale Value']","In Pool._syncFeeGrowth(), the function deducts government fees from rMintQty before updating feeGrowthGlobal, but feeGrowthGlobal should represent the actual fee growth earned by LPs (before government fee deduction). The current implementation causes feeGrowthGlobal to be systematically understated by the government fee amount, leading to LPs receiving fewer reinvestment tokens than entitled.",llm
c192cb02636e,High,Reentrancy,['Violating CEI / Missing nonReentrant'],"In Pool.flash(), the function transfers tokens before invoking the flashCallback and checks balances after. An attacker can use a reentrancy-enabled token to reenter Pool.swap() or other state-modifying functions before the flash fee is collected, potentially manipulating the pool state and extracting value.",llm
c192cb02636e,Medium,Logic error,"['Bad Condition', 'Incorrect Parameter']","In SwapMath.computeSwapStep(), the condition to set nextSqrtP to targetSqrtP uses `willUpTick == (swapData.nextSqrtP > limitSqrtP)`. When nextSqrtP equals limitSqrtP exactly, this evaluates incorrectly, potentially allowing the swap to overshoot the price limit if the comparison is not strict enough.",llm
c192cb02636e,Medium,Arithmetic,"['Precision Loss', 'Rounding Error']","In TicksFeesReader.getTotalFeesOwedToPosition(), when computing deltaL = FullMath.mulDivFloor(pos.rTokenOwed, reinvestL, rTotalSupply), the calculation rounds down. However, this represents the LP's share of reinvestment liquidity, and consistent rounding down may systematically underpay LPs their proportional share due to accumulated rounding loss across many positions.",llm
c192cb02636e,Medium,Input Validation,"['Invalid Validation', 'Missing Upper/Lower Bound Check']","In BasePositionManager.createAndUnlockPoolIfNecessary(), the function requires token0 < token1 but does not validate that currentSqrtP falls within valid bounds (MIN_SQRT_RATIO to MAX_SQRT_RATIO). An invalid currentSqrtP could initialize the pool in an inconsistent state.",llm
c192cb02636e,Medium,Logic error,"['Implementation Error', 'State Update Inconsistency']","In PoolTicksState._updatePoolData(), poolData.nearestCurrentTick is set using a ternary expression that compares nextTick > currentTick. However, nearestCurrentTick is used in _getInitialSwapData() to determine the next tick direction, and this assignment logic does not correctly track the nearest initialized tick in all edge cases, potentially causing incorrect swap routing.",llm
c9e8bb39a8ae,High,Arithmetic,['Precision Loss'],"In VirtualMultiToken._fromVirtual(), the assembly division `div(mul(sub(totalVirtual, virtualAmount), realTotal), totalVirtual)` performs integer division that rounds down, causing precision loss. When converting virtual amounts back to real amounts during withdrawals in PortfolioToken._subWithdraw(), this rounding favors the contract but can systematically reduce user withdrawals if the precision loss exceeds gas costs, as noted in the design documentation.",llm
c9e8bb39a8ae,High,Logic error,['State Update Inconsistency'],"In PortfolioToken._subWithdraw(), the code burns virtual tokens from the user before calculating the actual withdrawal amount. The calculation `uint amountToWithdraw = virtualAmount * tokensPerSystem[index]` uses the original virtualAmount (which represents LP tokens), but after burning, the user's real balance is already reduced. If the pool's balanceOf decreases between the burn and the withdrawal call, the actual tokens received may not match the virtual tokens burned, causing an inconsistency between the token accounting and actual asset transfers.",llm
c9e8bb39a8ae,Medium,DoS,['No Recovery Mechanism'],"In PortfolioToken.setPool(), once a pool is set at an index via `require(address(pools[index]) == address(0), 'Already exists')`, it cannot be updated or removed. If an incorrect pool is set or a pool becomes compromised, there is no mechanism to replace it, permanently locking the contract in an unusable state for that pool index.",llm
c9e8bb39a8ae,Medium,Accounting Error,['Precision Loss'],"In PortfolioToken.getEstimatedAmountOnDeposit(), when calculating `rewardsAmountSP` and `amountSP`, both perform integer division: `rewardsAmountSP = getRewardsAmount(index) / tokensPerSystem[index]` and `amountSP = amount / tokensPerSystem[index]`. This truncates small amounts, causing the state change calculation via PoolUtils.changeStateOnDeposit() to operate on imprecise values that do not reflect the actual deposit impact, leading to inaccurate estimates.",llm
c9e8bb39a8ae,Medium,Logic error,['Bad Condition'],"In PortfolioToken._subDepositRewardsPoolCheck(), the condition `if ((balance / tokensPerSystem[index]) > 0)` performs a division check that may allow very small amounts (less than tokensPerSystem[index]) to be silently ignored without being re-deposited into the pool. This creates a dust accumulation issue where contract token balance increases unbounded without being utilized, violating the expected behavior that all balance should be continuously re-deposited.",llm
c9e8bb39a8ae,Medium,Input Validation,['Missing Upper/Lower Bound Check'],"In VirtualMultiToken._transferIndex(), the calculation uses `Math.ceilDiv(virtualAmount * subVirtualBalance, totalVirtualBalance)` which always rounds up. This can cause the sum of individual sub-token transfers to exceed the total virtual amount being transferred, creating an imbalance where more tokens are moved than requested.",llm
d52ee365a168,High,Logic error,"['Bad Condition', 'State Update Inconsistency']","In Pool.sol's _beforeTokenTransfer function, the effectiveInterestWithdrawn calculation uses post-transfer balances (_fromBalance.sub(_amount)) and (_toBalance.add(_amount)), but this happens AFTER _withdrawRepayment is called. This creates a state inconsistency where the repayment withdrawal uses old balances while the effective interest calculation uses new balances, leading to incorrect interest tracking across token transfers.",llm
d52ee365a168,High,Arithmetic,"['Invalid Validation', 'Precision Loss']","In Pool.sol's cancelPool function at line 500, the penalty calculation involves multiple divisions: penalty = _cancelPenaltyMultiple.mul(poolConstants.borrowRate).div(10**30).mul(_collateralLiquidityShare).div(10**30).mul(_penaltyTime).div(365 days). Each division by 10**30 causes precision loss, and the assumption document acknowledges overflow issues in penalty calculations that have not been corrected.",llm
d52ee365a168,High,Liquidation,"['Invalid Validation', 'Invariant Violation']","In Pool.sol's liquidateForLender function, the collateral shares are subtracted from pool variables (_updateLenderSharesDuringLiquidation) before checking if the liquidator can actually complete the liquidation. If the subsequent _withdraw or other operations fail, the pool state becomes inconsistent with no recovery mechanism.",llm
d52ee365a168,High,Access Control,"['Bypass Mechanism', 'Invalid Validation']","In CreditLine.sol's depositCollateral function, the check 'require(creditLineConstants[_id].lender != msg.sender, 'lender cant deposit collateral')' prevents lenders from depositing, but there's no verification that the depositor is the borrower. Any address other than the lender can deposit collateral, including unauthorized third parties.",llm
d52ee365a168,High,Accounting Error,"['Invalid Validation', 'State Update Inconsistency']","In CreditLine.sol's _depositCollateralFromSavingsAccount function, when depositing from multiple strategies, the function calculates collateral shares per strategy in line: collateralShareInStrategy[_id][_strategy] = collateralShareInStrategy[_id][_strategy].add(_liquidityShares.mul(_tokensToTransfer).div(_tokenInStrategy)). This calculation can be inaccurate due to precision loss when _tokensToTransfer != _tokenInStrategy, causing collateral accounting errors.",llm
d52ee365a168,Medium,Input Validation,"['Invalid Validation', 'Missing Upper/Lower Bound Check']","In PoolFactory.sol's updateProtocolFeeFraction function, there is no validation that the protocol fee fraction is within reasonable bounds (e.g., not exceeding 100%). The same issue exists for liquidatorRewardFraction, allowing potentially invalid values like fractions greater than 10**30.",llm
d52ee365a168,Medium,Logic error,"['Bad Condition', 'Missing Functionality']","In Repayments.sol's isGracePenaltyApplicable function, the require statement 'require(_currentTime <= _gracePeriodDeadline, 'Borrower has defaulted')' reverts with an error about default instead of returning false. This breaks the intended view-like behavior and prevents callers from safely checking grace penalty applicability without reverting.",llm
d52ee365a168,Medium,Arithmetic,"['Precision Loss', 'Unsafe Downcast']","In Repayments.sol's repay function, amounts are multiplied by 10**30 at the beginning (_amount = _amount * 10**30) for precision, but the function then performs multiple subtractions that can underflow if deductions exceed the amount. Additionally, _updateRepaidAmount divides by 10**30 which may lose precision.",llm
